source,reason,duplicate_strategy,date,gender,level,surface,tourney_name,round,api_match_id,api_event_key,winner_api_key,winner_api_name,winner_mapping_status,winner_sackmann_key,winner_sackmann_key_original,loser_api_key,loser_api_name,loser_mapping_status,loser_sackmann_key,loser_sackmann_key_original,sackmann_match_id,winner_sackmann_key,loser_sackmann_key
sackmann,duplicate_after_alias,,2026-02-24,,,,,,,,,,,women:sackmann:213576,,,,,women:sackmann:221364,,,women:sackmann:213576,women:sackmann:221364
sackmann,duplicate_after_alias,,2026-02-24,,,,,,,,,,,women:sackmann:260581,,,,,women:sackmann:239392,,,women:sackmann:260581,women:sackmann:239392
sackmann,duplicate_after_alias,,2026-02-24,,,,,,,,,,,women:sackmann:214919,,,,,women:sackmann:221004,,,women:sackmann:214919,women:sackmann:221004
sackmann,duplicate_after_alias,,2026-02-24,,,,,,,,,,,women:sackmann:221209,,,,,women:sackmann:211820,,,women:sackmann:221209,women:sackmann:211820
sackmann,duplicate_after_alias,,2026-02-24,,,,,,,,,,,women:sackmann:215290,,,,,women:sackmann:213576,,,women:sackmann:215290,women:sackmann:213576
sackmann,duplicate_after_alias,,2026-03-02,,,,,,,,,,,men:sackmann:212082,,,,,men:sackmann:109303,,,men:sackmann:212082,men:sackmann:109303
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:215290,,,,,women:sackmann:211344,,,women:sackmann:215290,women:sackmann:211344
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:266571,,,,,women:sackmann:214254,,,women:sackmann:266571,women:sackmann:214254
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:221209,,,,,women:sackmann:221004,,,women:sackmann:221209,women:sackmann:221004
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:221354,,,,,women:sackmann:222506,,,women:sackmann:221354,women:sackmann:222506
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:215988,,,women:sackmann:239392,women:sackmann:215988
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:239389,,,,,women:sackmann:206060,,,women:sackmann:239389,women:sackmann:206060
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:206007,,,,,women:sackmann:260581,,,women:sackmann:206007,women:sackmann:260581
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:267439,,,,,women:sackmann:220757,,,women:sackmann:267439,women:sackmann:220757
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:215290,,,,,women:sackmann:266571,,,women:sackmann:215290,women:sackmann:266571
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:221354,,,,,women:sackmann:221209,,,women:sackmann:221354,women:sackmann:221209
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:239389,,,women:sackmann:239392,women:sackmann:239389
sackmann,duplicate_after_alias,,2026-03-03,,,,,,,,,,,women:sackmann:267439,,,,,women:sackmann:206007,,,women:sackmann:267439,women:sackmann:206007
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:239389,,,,,women:sackmann:221395,,,women:sackmann:239389,women:sackmann:221395
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:215290,,,,,women:sackmann:220699,,,women:sackmann:215290,women:sackmann:220699
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:220757,,,,,women:sackmann:203564,,,women:sackmann:220757,women:sackmann:203564
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:220733,,,,,women:sackmann:220297,,,women:sackmann:220733,women:sackmann:220297
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:215988,,,,,women:sackmann:253681,,,women:sackmann:215988,women:sackmann:253681
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:214181,,,,,women:sackmann:211344,,,women:sackmann:214181,women:sackmann:211344
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:221354,,,,,women:sackmann:239392,,,women:sackmann:221354,women:sackmann:239392
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:203435,,,,,women:sackmann:203463,,,women:sackmann:203435,women:sackmann:203463
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:239389,,,,,women:sackmann:215290,,,women:sackmann:239389,women:sackmann:215290
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:220733,,,,,women:sackmann:220757,,,women:sackmann:220733,women:sackmann:220757
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:215988,,,,,women:sackmann:214181,,,women:sackmann:215988,women:sackmann:214181
sackmann,duplicate_after_alias,,2026-03-10,,,,,,,,,,,women:sackmann:221354,,,,,women:sackmann:203435,,,women:sackmann:221354,women:sackmann:203435
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:221004,,,,,women:sackmann:214624,,,women:sackmann:221004,women:sackmann:214624
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:223087,,,,,women:sackmann:264079,,,women:sackmann:223087,women:sackmann:264079
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:204427,,,,,women:sackmann:216367,,,women:sackmann:204427,women:sackmann:216367
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:201555,,,,,women:sackmann:220713,,,women:sackmann:201555,women:sackmann:220713
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:215898,,,,,women:sackmann:215453,,,women:sackmann:215898,women:sackmann:215453
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:201565,,,women:sackmann:239392,women:sackmann:201565
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:223333,,,,,women:sackmann:206205,,,women:sackmann:223333,women:sackmann:206205
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:221004,,,,,women:sackmann:223087,,,women:sackmann:221004,women:sackmann:223087
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:204427,,,,,women:sackmann:267525,,,women:sackmann:204427,women:sackmann:267525
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:201555,,,,,women:sackmann:215898,,,women:sackmann:201555,women:sackmann:215898
sackmann,duplicate_after_alias,,2026-03-23,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:223333,,,women:sackmann:239392,women:sackmann:223333
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:232881,,,,,women:sackmann:216095,,,women:sackmann:232881,women:sackmann:216095
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:260170,,,,,women:sackmann:225854,,,women:sackmann:260170,women:sackmann:225854
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:220781,,,,,women:sackmann:265688,,,women:sackmann:220781,women:sackmann:265688
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:201555,,,,,women:sackmann:206253,,,women:sackmann:201555,women:sackmann:206253
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:220589,,,,,women:sackmann:214546,,,women:sackmann:220589,women:sackmann:214546
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:221911,,,,,women:sackmann:270472,,,women:sackmann:221911,women:sackmann:270472
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:210847,,,,,women:sackmann:261092,,,women:sackmann:210847,women:sackmann:261092
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:211344,,,,,women:sackmann:215468,,,women:sackmann:211344,women:sackmann:215468
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:260170,,,,,women:sackmann:232881,,,women:sackmann:260170,women:sackmann:232881
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:201555,,,,,women:sackmann:220781,,,women:sackmann:201555,women:sackmann:220781
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:220589,,,,,women:sackmann:221911,,,women:sackmann:220589,women:sackmann:221911
sackmann,duplicate_after_alias,,2026-04-06,,,,,,,,,,,women:sackmann:211344,,,,,women:sackmann:210847,,,women:sackmann:211344,women:sackmann:210847
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:260598,,,,,women:sackmann:256710,,,women:sackmann:260598,women:sackmann:256710
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:211342,,,,,women:sackmann:223323,,,women:sackmann:211342,women:sackmann:223323
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:259758,,,,,women:sackmann:211344,,,women:sackmann:259758,women:sackmann:211344
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:213525,,,,,women:sackmann:221004,,,women:sackmann:213525,women:sackmann:221004
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:214521,,,women:sackmann:239392,women:sackmann:214521
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:221803,,,,,women:sackmann:270380,,,women:sackmann:221803,women:sackmann:270380
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:246493,,,,,women:sackmann:260765,,,women:sackmann:246493,women:sackmann:260765
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:202493,,,,,women:sackmann:259794,,,women:sackmann:202493,women:sackmann:259794
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:260598,,,,,women:sackmann:211342,,,women:sackmann:260598,women:sackmann:211342
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:259758,,,,,women:sackmann:213525,,,women:sackmann:259758,women:sackmann:213525
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:221803,,,,,women:sackmann:239392,,,women:sackmann:221803,women:sackmann:239392
sackmann,duplicate_after_alias,,2026-04-13,,,,,,,,,,,women:sackmann:246493,,,,,women:sackmann:202493,,,women:sackmann:246493,women:sackmann:202493
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:264149,,,,,women:sackmann:260598,,,women:sackmann:264149,women:sackmann:260598
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:260765,,,,,women:sackmann:260664,,,women:sackmann:260765,women:sackmann:260664
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:239392,,,,,women:sackmann:221213,,,women:sackmann:239392,women:sackmann:221213
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:222980,,,,,women:sackmann:270504,,,women:sackmann:222980,women:sackmann:270504
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:221014,,,,,women:sackmann:214906,,,women:sackmann:221014,women:sackmann:214906
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:246493,,,,,women:sackmann:213576,,,women:sackmann:246493,women:sackmann:213576
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:214521,,,,,women:sackmann:211344,,,women:sackmann:214521,women:sackmann:211344
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:221236,,,,,women:sackmann:270381,,,women:sackmann:221236,women:sackmann:270381
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:260765,,,,,women:sackmann:264149,,,women:sackmann:260765,women:sackmann:264149
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:222980,,,,,women:sackmann:239392,,,women:sackmann:222980,women:sackmann:239392
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:221014,,,,,women:sackmann:246493,,,women:sackmann:221014,women:sackmann:246493
sackmann,duplicate_after_alias,,2026-04-20,,,,,,,,,,,women:sackmann:221236,,,,,women:sackmann:214521,,,women:sackmann:221236,women:sackmann:214521
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:268781,,,,,women:sackmann:221265,,,women:sackmann:268781,women:sackmann:221265
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:260951,,,,,women:sackmann:213830,,,women:sackmann:260951,women:sackmann:213830
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:267420,,,,,women:sackmann:222330,,,women:sackmann:267420,women:sackmann:222330
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221181,,,,,women:sackmann:204223,,,women:sackmann:221181,women:sackmann:204223
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:216162,,,,,women:sackmann:206075,,,women:sackmann:216162,women:sackmann:206075
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:214992,,,,,women:sackmann:264085,,,women:sackmann:214992,women:sackmann:264085
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:215134,,,,,women:sackmann:264207,,,women:sackmann:215134,women:sackmann:264207
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:213772,,,,,women:sackmann:205562,,,women:sackmann:213772,women:sackmann:205562
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:260951,,,,,women:sackmann:268781,,,women:sackmann:260951,women:sackmann:268781
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:267420,,,,,women:sackmann:221181,,,women:sackmann:267420,women:sackmann:221181
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:214992,,,,,women:sackmann:216162,,,women:sackmann:214992,women:sackmann:216162
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:215134,,,,,women:sackmann:213772,,,women:sackmann:215134,women:sackmann:213772
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:236956,,,,,women:sackmann:260966,,,women:sackmann:236956,women:sackmann:260966
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221468,,,,,women:sackmann:215807,,,women:sackmann:221468,women:sackmann:215807
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221486,,,,,women:sackmann:221157,,,women:sackmann:221486,women:sackmann:221157
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:216579,,,,,women:sackmann:206430,,,women:sackmann:216579,women:sackmann:206430
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:215733,,,,,women:sackmann:201666,,,women:sackmann:215733,women:sackmann:201666
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:213767,,,,,women:sackmann:257874,,,women:sackmann:213767,women:sackmann:257874
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:233742,,,,,women:sackmann:220364,,,women:sackmann:233742,women:sackmann:220364
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221018,,,,,women:sackmann:235159,,,women:sackmann:221018,women:sackmann:235159
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221468,,,,,women:sackmann:236956,,,women:sackmann:221468,women:sackmann:236956
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221486,,,,,women:sackmann:216579,,,women:sackmann:221486,women:sackmann:216579
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:213767,,,,,women:sackmann:215733,,,women:sackmann:213767,women:sackmann:215733
sackmann,duplicate_after_alias,,2026-04-27,,,,,,,,,,,women:sackmann:221018,,,,,women:sackmann:233742,,,women:sackmann:221018,women:sackmann:233742
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:222859,,,,,women:sackmann:222856,,,women:sackmann:222859,women:sackmann:222856
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:215398,,,,,women:sackmann:270145,,,women:sackmann:215398,women:sackmann:270145
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:202688,,,,,women:sackmann:270270,,,women:sackmann:202688,women:sackmann:270270
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:222859,,,,,women:sackmann:213779,,,women:sackmann:222859,women:sackmann:213779
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:215398,,,,,women:sackmann:239392,,,women:sackmann:215398,women:sackmann:239392
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:206124,,,,,women:sackmann:202688,,,women:sackmann:206124,women:sackmann:202688
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:214684,,,,,women:sackmann:203435,,,women:sackmann:214684,women:sackmann:203435
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:216587,,,,,women:sackmann:215134,,,women:sackmann:216587,women:sackmann:215134
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:264064,,,,,women:sackmann:213830,,,women:sackmann:264064,women:sackmann:213830
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:204223,,,,,women:sackmann:213772,,,women:sackmann:204223,women:sackmann:213772
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:252493,,,,,women:sackmann:222330,,,women:sackmann:252493,women:sackmann:222330
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:216587,,,,,women:sackmann:267420,,,women:sackmann:216587,women:sackmann:267420
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:213821,,,,,women:sackmann:264064,,,women:sackmann:213821,women:sackmann:264064
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:203475,,,,,women:sackmann:204223,,,women:sackmann:203475,women:sackmann:204223
sackmann,duplicate_after_alias,,2026-05-04,,,,,,,,,,,women:sackmann:252493,,,,,women:sackmann:221187,,,women:sackmann:252493,women:sackmann:221187
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:260203,,,,,women:sackmann:259967,,,women:sackmann:260203,women:sackmann:259967
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:211702,,,,,women:sackmann:213734,,,women:sackmann:211702,women:sackmann:213734
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:256684,,,,,women:sackmann:221945,,,women:sackmann:256684,women:sackmann:221945
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:216566,,,,,women:sackmann:213908,,,women:sackmann:216566,women:sackmann:213908
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:214149,,,,,women:sackmann:201586,,,women:sackmann:214149,women:sackmann:201586
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:213889,,,,,women:sackmann:214839,,,women:sackmann:213889,women:sackmann:214839
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:259685,,,,,women:sackmann:239436,,,women:sackmann:259685,women:sackmann:239436
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:206124,,,,,women:sackmann:216253,,,women:sackmann:206124,women:sackmann:216253
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:232447,,,,,women:sackmann:203475,,,women:sackmann:232447,women:sackmann:203475
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:214119,,,,,women:sackmann:215431,,,women:sackmann:214119,women:sackmann:215431
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:213873,,,,,women:sackmann:259758,,,women:sackmann:213873,women:sackmann:259758
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:221909,,,,,women:sackmann:263872,,,women:sackmann:221909,women:sackmann:263872
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:211702,,,,,women:sackmann:260203,,,women:sackmann:211702,women:sackmann:260203
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:216566,,,,,women:sackmann:256684,,,women:sackmann:216566,women:sackmann:256684
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:213889,,,,,women:sackmann:214149,,,women:sackmann:213889,women:sackmann:214149
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:206124,,,,,women:sackmann:259685,,,women:sackmann:206124,women:sackmann:259685
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:214119,,,,,women:sackmann:232447,,,women:sackmann:214119,women:sackmann:232447
sackmann,duplicate_after_alias,,2026-06-01,,,,,,,,,,,women:sackmann:221909,,,,,women:sackmann:213873,,,women:sackmann:221909,women:sackmann:213873
api_tennis,one_mapped,,2026-05-26,men,qualifying,hard,Centurion (South Africa) - Qualification,Centurion - 1/16-finals,api_tennis:12130402,12130402,men:api:3318,Edward Winter,auto_mapped,men:sackmann:210399,men:sackmann:210399,men:api:1200,Mukund Sasikumar,unmapped,,,,men:sackmann:210399,
api_tennis,one_mapped,,2026-05-26,men,challenger,clay,Vicenza,Vicenza - 1/16-finals,api_tennis:12130712,12130712,men:api:32558,Josef Schwaerzler Joel,unmapped,,,men:api:5675,Enrico Dalla Valle,auto_mapped,men:sackmann:133872,men:sackmann:133872,,,men:sackmann:133872
api_tennis,one_mapped,,2026-05-26,women,itf,clay,W15 Tsaghkadzor 2,W15 Tsaghkadzor 2 - 1/16-finals,api_tennis:12130753,12130753,women:api:38938,Maria Mikhaylova,unmapped,,,women:api:75365,D. Kharlanova,auto_mapped,women:sackmann:267888,women:sackmann:267888,,,women:sackmann:267888
api_tennis,one_mapped,,2026-05-26,men,itf,hard,M15 Kayseri 2,M15 Kayseri 2 - 1/16-finals,api_tennis:12130769,12130769,men:api:72766,Rafael De Alba,auto_mapped,men:sackmann:208908,men:sackmann:208908,men:api:22255,Dimitris Azoidis,unmapped,,,,men:sackmann:208908,
api_tennis,one_mapped,,2026-05-26,men,itf,clay,M25 Bol 2,M25 Bol 2 - 1/16-finals,api_tennis:12130800,12130800,men:api:14638,Nikita Mashtakov,unmapped,,,men:api:81046,Karlo Kajin,auto_mapped,men:sackmann:208007,men:sackmann:208007,,,men:sackmann:208007
api_tennis,one_mapped,,2026-05-26,men,itf,hard,M15 Monastir 20,M15 Monastir 20 - 1/16-finals,api_tennis:12130830,12130830,men:api:8655,Nazim Makhlouf,unmapped,,,men:api:90464,D. Agarwal,auto_mapped,men:sackmann:214168,men:sackmann:214168,,,men:sackmann:214168
api_tennis,one_mapped,,2026-05-26,women,itf,hard,W15 Monastir 15,W15 Monastir 15 - 1/16-finals,api_tennis:12130847,12130847,women:api:57058,Aurora Urso,auto_mapped,women:sackmann:220071,women:sackmann:220071,women:api:102790,S. S. Challarapu R. V.,unmapped,,,,women:sackmann:220071,
api_tennis,one_mapped,,2026-05-27,women,grand_slam,clay,French Open,WTA French Open - 1/32-finals,api_tennis:12130559,12130559,women:api:501,Tamara Korpatsch,auto_mapped,women:sackmann:211337,women:sackmann:211337,women:api:1812,Xinyu Wang,ambiguous,,,,women:sackmann:211337,
api_tennis,one_mapped,,2026-05-27,men,itf,hard,M15 Gimcheon 2,M15 Gimcheon 2 - 1/16-finals,api_tennis:12131048,12131048,men:api:38292,Yeong-Seok Jeong,ambiguous,,,men:api:4113,W. Kim,auto_mapped,men:sackmann:213877,men:sackmann:213877,,,men:sackmann:213877
api_tennis,one_mapped,,2026-05-27,men,itf,hard,M15 Gimcheon 2,M15 Gimcheon 2 - 1/16-finals,api_tennis:12131051,12131051,men:api:10295,Sanhui Shin,unmapped,,,men:api:784,Kazuma Kawachi,auto_mapped,men:sackmann:124074,men:sackmann:124074,,,men:sackmann:124074
api_tennis,one_mapped,,2026-05-27,men,itf,hard,M15 Gimcheon 2,M15 Gimcheon 2 - 1/16-finals,api_tennis:12131052,12131052,men:api:2453,Naoki Tajima,auto_mapped,men:sackmann:207248,men:sackmann:207248,men:api:3132,Dabin Kim,ambiguous,,,,men:sackmann:207248,
api_tennis,one_mapped,,2026-05-27,men,challenger,clay,Vicenza,Vicenza - 1/8-finals,api_tennis:12131110,12131110,men:api:55858,Diego Dedura,unmapped,,,men:api:20697,Samuele Pieri,auto_mapped,men:sackmann:210129,men:sackmann:210129,,,men:sackmann:210129
api_tennis,one_mapped,,2026-05-27,men,itf,clay,M15 Brcko,M15 Brcko - 1/16-finals,api_tennis:12131141,12131141,men:api:40212,Daniel Salazar,unmapped,,,men:api:38072,Matthias Ujvary,auto_mapped,men:sackmann:210745,men:sackmann:210745,,,men:sackmann:210745
api_tennis,one_mapped,,2026-05-27,men,itf,clay,M15 Brcko,M15 Brcko - 1/16-finals,api_tennis:12131144,12131144,men:api:13823,Attila Boros,auto_mapped,men:sackmann:210236,men:sackmann:210236,men:api:95473,K. T. Rosenkranz,unmapped,,,,men:sackmann:210236,
api_tennis,none_mapped,,2026-05-27,women,itf,hard,W15 Monastir 15,W15 Monastir 15 - 1/16-finals,api_tennis:12131161,12131161,women:api:102570,G. Mais,unmapped,,,women:api:17,Francesca Dell'Edera,unmapped,,,,,
api_tennis,one_mapped,,2026-05-27,women,itf,clay,W15 Tsaghkadzor 2,W15 Tsaghkadzor 2 - 1/16-finals,api_tennis:12131176,12131176,women:api:87011,Alisa Danilova,auto_mapped,women:sackmann:206161,women:sackmann:206161,women:api:2115,Ginevra Parentini,unmapped,,,,women:sackmann:206161,
api_tennis,one_mapped,,2026-05-27,men,itf,hard,M15 Kayseri 2,M15 Kayseri 2 - 1/16-finals,api_tennis:12131185,12131185,men:api:58219,Efe Tufekci Cagan,ambiguous,,,men:api:13973,V. Osminkin,auto_mapped,men:sackmann:209858,men:sackmann:209858,,,men:sackmann:209858
api_tennis,one_mapped,,2026-05-27,women,itf,hard,W15 Kayseri 2,W15 Kayseri 2 - 1/16-finals,api_tennis:12131201,12131201,women:api:20381,Kateryna Diatlova,unmapped,,,women:api:99,Ashmitha Easwaramurthi,auto_mapped,women:sackmann:205492,women:sackmann:205492,,,women:sackmann:205492
api_tennis,one_mapped,,2026-05-27,women,itf,hard,W15 Kayseri 2,W15 Kayseri 2 - 1/16-finals,api_tennis:12131207,12131207,women:api:13544,Duru Soke,auto_mapped,women:sackmann:224488,women:sackmann:224488,women:api:4112,Y. Kim,ambiguous,,,,women:sackmann:224488,
api_tennis,one_mapped,,2026-05-27,men,itf,clay,M15 Kranjska Gora (Slovenia),M15 Kranjska Gora - 1/16-finals,api_tennis:12131215,12131215,men:api:70351,Nicolo Toffanin,auto_mapped,men:sackmann:211532,men:sackmann:211532,men:api:102953,G. L. Zajc,unmapped,,,,men:sackmann:211532,
api_tennis,one_mapped,,2026-05-27,men,itf,clay,M15 Kranjska Gora (Slovenia),M15 Kranjska Gora - 1/16-finals,api_tennis:12131222,12131222,men:api:54471,Milos Mikovic,auto_mapped,men:sackmann:212278,men:sackmann:212278,men:api:102954,N. M. Becirovic,unmapped,,,,men:sackmann:212278,
