category,date,time,gender,tour_level,tournament,round,match,player_name,opponent_name,player_key,opponent_key,player_api_key,opponent_api_key,player_canonical_key,opponent_canonical_key,mapping_status,match_status,elo_no_bet_reason,odds,result,old_profit,stake
no_prediction_match,2026-05-11,11:00,men,atp,Rome,ATP Rome - 1/16-finals,A. Rublev - A. Davidovich Fokina,A. Rublev,A. Davidovich Fokina,2847,2842,men:api:2847,men:api:2842,men:sackmann:126094,men:sackmann:200221,mapped,no_prediction_match,no_prediction_match,1.7,win,0.7,1.0
no_prediction_match,2026-05-11,12:30,men,atp,Rome,ATP Rome - 1/16-finals,B. Nakashima - N. Basilashvili,N. Basilashvili,B. Nakashima,424,2838,men:api:424,men:api:2838,men:sackmann:105932,men:sackmann:206909,mapped,no_prediction_match,no_prediction_match,2.6,win,2.0,1.25
no_prediction_match,2026-05-11,18:00,women,wta,Rome,WTA Rome - 1/8-finals,J. Pegula - A. Potapova,A. Potapova,J. Pegula,457,2171,women:api:457,women:api:2171,women:sackmann:215713,women:sackmann:202468,mapped,no_prediction_match,no_prediction_match,2.76,loss,-1.25,1.25
no_prediction_match,2026-05-11,11:00,men,atp,Rome,ATP Rome - 1/16-finals,M. Bellucci - M. Landaluce,M. Landaluce,M. Bellucci,39864,2112,men:api:39864,men:api:2112,men:sackmann:212021,men:sackmann:208233,mapped,no_prediction_match,no_prediction_match,1.96,win,0.96,1.0
no_prediction_match,2026-05-11,14:00,men,qualifying,Valencia,Valencia - Semi-finals,R. Bertola - C. Sanchez Jover,C. Sanchez Jover,R. Bertola,584,1212,men:api:584,men:api:1212,men:sackmann:202199,men:sackmann:200329,mapped,no_prediction_match,no_prediction_match,2.54,win,1.155,0.75
no_prediction_match,2026-05-11,14:30,men,qualifying,Bordeaux,Bordeaux - Semi-finals,S. Nagal - P. Herbert,P. Herbert,S. Nagal,1748,1077,men:api:1748,men:api:1077,men:sackmann:105732,men:sackmann:111576,mapped,no_prediction_match,no_prediction_match,2.05,loss,-1.25,1.25
no_prediction_match,2026-05-12,13:40,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - 1/16-finals,G. Oradini - T. Compagnucci,G. Oradini,T. Compagnucci,862,851,men:api:862,men:api:851,men:sackmann:132831,men:sackmann:209864,mapped,no_prediction_match,no_prediction_match,2.27,loss,-1.25,1.25
no_prediction_match,2026-05-12,16:40,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - 1/16-finals,G. Piraino - P. Basile,P. Basile,G. Piraino,69812,1245,men:api:69812,men:api:1245,men:sackmann:213003,men:sackmann:210042,mapped,no_prediction_match,no_prediction_match,2.5,loss,-1.25,1.25
no_prediction_match,2026-05-12,11:00,men,challenger,Tunis,Tunis - 1/16-finals,I. Simakin - L. Lokoli,I. Simakin,L. Lokoli,1238,1076,men:api:1238,men:api:1076,men:sackmann:209899,men:sackmann:106362,mapped,no_prediction_match,no_prediction_match,2.5,loss,-1.25,1.25
no_prediction_match,2026-05-12,14:00,men,challenger,Tunis,Tunis - 1/16-finals,J. Clarke - M. Echargui,J. Clarke,M. Echargui,1739,1207,men:api:1739,men:api:1207,men:sackmann:126652,men:sackmann:121411,mapped,no_prediction_match,no_prediction_match,1.7,win,0.525,0.75
no_prediction_match,2026-05-12,19:00,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - 1/16-finals,J. Kovalik - F. Bondioli,J. Kovalik,F. Bondioli,1065,37892,men:api:1065,men:api:37892,men:sackmann:106075,men:sackmann:210682,mapped,no_prediction_match,no_prediction_match,2.5,loss,-1.25,1.25
no_prediction_match,2026-05-12,14:30,men,challenger,Oeiras 6,Oeiras 6 - 1/16-finals,L. Djere - G. Heide,G. Heide,L. Djere,2410,2386,men:api:2410,men:api:2386,men:sackmann:208361,men:sackmann:111513,mapped,no_prediction_match,no_prediction_match,2.38,loss,-1.25,1.25
no_prediction_match,2026-05-12,18:00,men,itf,M15 Maringá (Brazil),M15 Maringá - 1/16-finals,N. Garcia Longo - G. Schenekenberg,N. Garcia Longo,G. Schenekenberg,55063,39170,men:api:55063,men:api:39170,men:sackmann:212834,men:sackmann:211662,mapped,no_prediction_match,no_prediction_match,1.84,win,0.84,1.0
no_prediction_match,2026-05-12,14:30,men,challenger,Bengaluru 2,Bengaluru 2 - 1/16-finals,R. Matsuda - C. Papa,C. Papa,R. Matsuda,54742,793,men:api:54742,men:api:793,men:sackmann:208855,men:sackmann:207987,mapped,no_prediction_match,no_prediction_match,2.5,win,1.875,1.25
no_prediction_match,2026-05-12,14:00,women,challenger,Paris,Paris - 1/16-finals,S. Zhang - H. Sakatsume,H. Sakatsume,S. Zhang,115,1825,women:api:115,women:api:1825,women:sackmann:221124,women:sackmann:201533,mapped,no_prediction_match,no_prediction_match,2.62,loss,-1.25,1.25
no_prediction_match,2026-05-12,20:30,men,atp,Rome,ATP Rome - 1/8-finals,T. A. Tirante - D. Medvedev,T. A. Tirante,D. Medvedev,366,1093,men:api:366,men:api:1093,men:sackmann:202058,men:sackmann:106421,mapped,no_prediction_match,no_prediction_match,2.38,loss,-1.5,1.5
no_prediction_match,2026-05-12,17:00,women,challenger,Parma,Parma - 1/16-finals,Y. Yuan - M. Sherif,Y. Yuan,M. Sherif,1112,510,women:api:1112,women:api:510,women:sackmann:206294,women:sackmann:210886,mapped,no_prediction_match,no_prediction_match,2.2,loss,-1.25,1.25
no_prediction_match,2026-05-12,18:20,men,challenger,Oeiras 6,Oeiras 6 - 1/16-finals,Z. Kolar - Z. Zhang,Z. Kolar,Z. Zhang,384,590,men:api:384,men:api:590,men:sackmann:144645,men:sackmann:111190,mapped,no_prediction_match,no_prediction_match,2.1,win,1.375,1.25
no_prediction_match,2026-05-12,11:00,women,challenger,Parma,Parma - 1/16-finals,Z. Kulambayeva - A-L. Friedsam,Z. Kulambayeva,A-L. Friedsam,14355,522,women:api:14355,women:api:522,women:sackmann:214992,women:sackmann:204431,mapped,no_prediction_match,no_prediction_match,2.55,loss,-1.25,1.25
no_prediction_match,2026-05-13,14:00,men,challenger,Valencia,Valencia - 1/16-finals,D. Dzumhur - A. Sanchez Quilez,A. Sanchez Quilez,D. Dzumhur,52692,1079,men:api:52692,men:api:1079,men:sackmann:211639,men:sackmann:106000,mapped,no_prediction_match,no_prediction_match,2.68,loss,-1.25,1.25
no_prediction_match,2026-05-13,12:30,men,challenger,Tunis,Tunis - 1/8-finals,G. Den Ouden - D. Blanch,D. Blanch,G. Den Ouden,1314,1935,men:api:1314,men:api:1935,men:sackmann:209898,men:sackmann:209911,mapped,no_prediction_match,no_prediction_match,2.59,win,1.9875,1.25
no_prediction_match,2026-05-13,16:10,men,challenger,Cordoba 2,Cordoba - 1/8-finals,G. I. Justo - L. E. Ambrogi,L. E. Ambrogi,G. I. Justo,14270,7249,men:api:14270,men:api:7249,men:sackmann:210377,men:sackmann:207815,mapped,no_prediction_match,no_prediction_match,2.1,loss,-1.0,1.0
no_prediction_match,2026-05-13,04:30,women,itf,W75 Kurume,W75 Kurume - 1/16-finals,H. Kaji - E. Appleton,E. Appleton,H. Kaji,2598,5088,women:api:2598,women:api:5088,women:sackmann:215431,women:sackmann:211844,mapped,no_prediction_match,no_prediction_match,1.88,loss,-0.75,0.75
no_prediction_match,2026-05-13,12:30,women,challenger,Parma,Parma - 1/8-finals,H. Vandewinkel - D. Yastremska,H. Vandewinkel,D. Yastremska,9254,2813,women:api:9254,women:api:2813,women:sackmann:243420,women:sackmann:215035,mapped,no_prediction_match,no_prediction_match,2.3,loss,-1.5,1.5
no_prediction_match,2026-05-13,12:00,women,itf,W75 Zagreb,W75 Zagreb - 1/16-finals,L. Boskovic - I. Burillo Escorihuela,I. Burillo Escorihuela,L. Boskovic,1907,161,women:api:1907,women:api:161,women:sackmann:213706,women:sackmann:214521,mapped,no_prediction_match,no_prediction_match,1.9,loss,-1.0,1.0
no_prediction_match,2026-05-13,17:00,men,challenger,Bordeaux,Bordeaux - 1/16-finals,M. Damm - G. Dimitrov,M. Damm,G. Dimitrov,1317,2384,men:api:1317,men:api:2384,men:sackmann:102093,men:sackmann:105777,mapped,no_prediction_match,no_prediction_match,2.32,win,1.65,1.25
no_prediction_match,2026-05-13,17:55,men,challenger,Zagreb,Zagreb - 1/16-finals,M. Dodig - A. Holmgren,M. Dodig,A. Holmgren,28615,19536,men:api:28615,men:api:19536,men:sackmann:212063,men:sackmann:200416,mapped,no_prediction_match,no_prediction_match,2.1,loss,-1.0,1.0
no_prediction_match,2026-05-13,10:35,men,challenger,Valencia,Valencia - 1/16-finals,N. Budkov Kjaer - M. Kecmanovic,N. Budkov Kjaer,M. Kecmanovic,55163,2848,men:api:55163,men:api:2848,men:sackmann:149282,men:sackmann:200175,mapped,no_prediction_match,no_prediction_match,2.37,loss,-1.5,1.5
no_prediction_match,2026-05-13,15:00,men,itf,M15 Prijedor,M15 Prijedor - 1/16-finals,N. Guttau - L. Comino,L. Comino,N. Guttau,80521,6023,men:api:80521,men:api:6023,men:sackmann:213772,men:sackmann:207408,mapped,no_prediction_match,no_prediction_match,1.87,win,0.6525,0.75
no_prediction_match,2026-05-13,12:30,men,challenger,Bordeaux,Bordeaux - 1/16-finals,O. Virtanen - G. Mpetshi Perricard,O. Virtanen,G. Mpetshi Perricard,767,9222,men:api:767,men:api:9222,men:sackmann:202261,men:sackmann:208659,mapped,no_prediction_match,no_prediction_match,2.05,loss,-1.25,1.25
no_prediction_match,2026-05-13,16:05,men,challenger,Valencia,Valencia - 1/16-finals,R. Bautista-Agut - P. Martinez,R. Bautista-Agut,P. Martinez,2734,1775,men:api:2734,men:api:1775,men:sackmann:105138,men:sackmann:124079,mapped,no_prediction_match,no_prediction_match,1.91,win,0.91,1.0
no_prediction_match,2026-05-13,12:30,men,challenger,Zagreb,Zagreb - 1/16-finals,S. Dostanic - C. Rodesch,S. Dostanic,C. Rodesch,37907,5980,men:api:37907,men:api:5980,men:sackmann:207969,men:sackmann:208210,mapped,no_prediction_match,no_prediction_match,2.75,loss,-1.25,1.25
no_prediction_match,2026-05-13,12:00,men,challenger,Oeiras 6,Oeiras 6 - 1/8-finals,T. Barrios Vera - N. Basavareddy,N. Basavareddy,T. Barrios Vera,15270,396,men:api:15270,men:api:396,men:sackmann:210460,men:sackmann:144642,mapped,no_prediction_match,no_prediction_match,2.52,loss,-1.25,1.25
no_prediction_match,2026-05-13,10:30,women,itf,W75 Zagreb,W75 Zagreb - 1/16-finals,T. Lukas - J. Garland,T. Lukas,J. Garland,1438,1962,women:api:1438,women:api:1962,women:sackmann:211329,women:sackmann:220466,mapped,no_prediction_match,no_prediction_match,2.09,win,1.09,1.0
no_prediction_match,2026-05-13,10:00,men,challenger,Zagreb,Zagreb - 1/16-finals,T. Seyboth Wild - D. E. Galan,D. E. Galan,T. Seyboth Wild,1735,1086,men:api:1735,men:api:1086,men:sackmann:123755,men:sackmann:205734,mapped,no_prediction_match,no_prediction_match,2.15,win,1.4375,1.25
no_prediction_match,2026-05-13,16:30,men,itf,M15 Maringá (Brazil),M15 Maringá - 1/16-finals,V. Grippo - M. Del Pino,V. Grippo,M. Del Pino,74381,14275,men:api:74381,men:api:14275,men:sackmann:213201,men:sackmann:210182,mapped,no_prediction_match,no_prediction_match,2.5,loss,-1.25,1.25
no_prediction_match,2026-05-14,11:30,women,itf,W35 Bastad,W35 Bastad - 1/16-finals,C. Martinez Cirez - Y. Kotliar,Y. Kotliar,C. Martinez Cirez,38883,144,women:api:38883,women:api:144,women:sackmann:245077,women:sackmann:220781,mapped,no_prediction_match,no_prediction_match,2.37,win,2.055,1.5
no_prediction_match,2026-05-14,16:15,men,challenger,Valencia,Valencia - 1/8-finals,C. Ugo Carabelli - M. Berrettini,C. Ugo Carabelli,M. Berrettini,401,2844,men:api:401,men:api:2844,men:sackmann:200116,men:sackmann:126610,mapped,no_prediction_match,no_prediction_match,2.5,win,1.125,0.75
no_prediction_match,2026-05-14,12:00,men,challenger,Tunis,Tunis - Quarter-finals,D. Blanch - J. Clarke,D. Blanch,J. Clarke,1314,1739,men:api:1314,men:api:1739,men:sackmann:209898,men:sackmann:126652,mapped,no_prediction_match,no_prediction_match,2.43,win,1.7875,1.25
no_prediction_match,2026-05-14,16:15,women,challenger,Paris,Paris - 1/8-finals,D. Parry - C. Paquet,C. Paquet,D. Parry,1142,1833,women:api:1142,women:api:1833,women:sackmann:203564,women:sackmann:220348,mapped,no_prediction_match,no_prediction_match,2.8,loss,-1.25,1.25
no_prediction_match,2026-05-14,12:00,women,challenger,Paris,Paris - 1/8-finals,E. Navarro - K. Volynets,K. Volynets,E. Navarro,2826,2823,women:api:2826,women:api:2823,women:sackmann:220465,women:sackmann:215613,mapped,no_prediction_match,no_prediction_match,2.02,win,1.275,1.25
no_prediction_match,2026-05-14,19:00,men,challenger,Cordoba 2,Cordoba - Quarter-finals,F. Roncadelli - N. Kicker,F. Roncadelli,N. Kicker,823,1756,men:api:823,men:api:1756,men:sackmann:208364,men:sackmann:106044,mapped,no_prediction_match,no_prediction_match,1.9,win,1.125,1.25
no_prediction_match,2026-05-14,17:30,men,challenger,Cordoba 2,Cordoba - Quarter-finals,G. I. Justo - E. Ribeiro,G. I. Justo,E. Ribeiro,7249,6712,men:api:7249,men:api:6712,men:sackmann:207815,men:sackmann:200495,mapped,no_prediction_match,no_prediction_match,1.75,win,0.75,1.0
no_prediction_match,2026-05-14,11:30,men,challenger,Zagreb,Zagreb - 1/8-finals,J. Choinski - D. E. Galan,D. E. Galan,J. Choinski,1735,5979,men:api:1735,men:api:5979,men:sackmann:123755,men:sackmann:123828,mapped,no_prediction_match,no_prediction_match,2.26,loss,-1.5,1.5
no_prediction_match,2026-05-14,11:00,men,itf,M25 Louny (Czech Republic),M25 Louny - 1/8-finals,K. Filar - G. Kravchenko,K. Filar,G. Kravchenko,15548,2106,men:api:15548,men:api:2106,men:sackmann:212190,men:sackmann:206662,mapped,no_prediction_match,no_prediction_match,2.7,loss,-1.25,1.25
no_prediction_match,2026-05-14,10:30,men,challenger,Bengaluru 2,Bengaluru 2 - Quarter-finals,K. Smith - O. Milic,O. Milic,K. Smith,52882,6011,men:api:52882,men:api:6011,men:sackmann:212207,men:sackmann:202333,mapped,no_prediction_match,no_prediction_match,2.05,loss,-1.25,1.25
no_prediction_match,2026-05-14,11:00,men,challenger,Valencia,Valencia - 1/8-finals,L. Riedi - M. Kecmanovic,L. Riedi,M. Kecmanovic,1092,2848,men:api:1092,men:api:2848,men:sackmann:209857,men:sackmann:200175,mapped,no_prediction_match,no_prediction_match,2.51,loss,-1.25,1.25
no_prediction_match,2026-05-14,18:00,men,challenger,Valencia,Valencia - 1/8-finals,S. Baez - P. Carreno-Busta,P. Carreno-Busta,S. Baez,434,1101,men:api:434,men:api:1101,men:sackmann:105807,men:sackmann:202104,mapped,no_prediction_match,no_prediction_match,2.23,win,1.845,1.5
no_prediction_match,2026-05-14,04:00,men,itf,M15 Andong,M15 Andong - 1/8-finals,S. Hazawa - K. Saitoh,S. Hazawa,K. Saitoh,744,1326,men:api:744,men:api:1326,men:sackmann:206923,men:sackmann:208861,mapped,no_prediction_match,no_prediction_match,2.1,loss,-1.25,1.25
no_prediction_match,2026-05-14,14:00,women,challenger,Parma,Parma - Quarter-finals,S. Sierra - D. Yastremska,S. Sierra,D. Yastremska,140,2813,women:api:140,women:api:2813,women:sackmann:221333,women:sackmann:215035,mapped,no_prediction_match,no_prediction_match,1.93,loss,-1.5,1.5
no_prediction_match,2026-05-14,10:35,men,challenger,Bordeaux,Bordeaux - 1/8-finals,T. Droguet - T. Atmane,T. Droguet,T. Atmane,8926,13091,men:api:8926,men:api:13091,men:sackmann:208169,men:sackmann:209279,mapped,no_prediction_match,no_prediction_match,1.93,win,1.395,1.5
no_prediction_match,2026-05-14,10:00,men,itf,M15 Gaborone (Botswana),M15 Gaborone - 1/8-finals,U. Kamboj - G. Voelzke,G. Voelzke,U. Kamboj,83187,77031,men:api:83187,men:api:77031,men:sackmann:213882,men:sackmann:213648,mapped,no_prediction_match,no_prediction_match,2.3,loss,-1.25,1.25
no_prediction_match,2026-05-14,04:25,women,itf,W35 Andong,W35 Andong - 1/8-finals,V. Chaudhari - S. Hosogi,V. Chaudhari,S. Hosogi,13982,1399,women:api:13982,women:api:1399,women:sackmann:214418,women:sackmann:220718,mapped,no_prediction_match,no_prediction_match,2.25,win,1.5625,1.25
no_prediction_match,2026-05-15,12:00,women,challenger,Paris,Paris - Quarter-finals,A. Charaeva - A. Sasnovich,A. Charaeva,A. Sasnovich,13421,527,women:api:13421,women:api:527,women:sackmann:221406,women:sackmann:205925,mapped,no_prediction_match,no_prediction_match,2.14,win,1.71,1.5
no_prediction_match,2026-05-15,09:00,women,itf,W15 Kursumlijska Banja,W15 Kursumlijska Banja - Quarter-finals,A. Lizunova - A. Obradovic,A. Lizunova,A. Obradovic,36989,40062,women:api:36989,women:api:40062,women:sackmann:261073,women:sackmann:239474,mapped,no_prediction_match,no_prediction_match,2.2,win,1.5,1.25
no_prediction_match,2026-05-15,17:00,men,challenger,Bordeaux,Bordeaux - Quarter-finals,A. Molcan - T. Griekspoor,A. Molcan,T. Griekspoor,436,427,men:api:436,men:api:427,men:sackmann:144684,men:sackmann:134868,mapped,no_prediction_match,no_prediction_match,1.83,loss,-1.25,1.25
no_prediction_match,2026-05-15,10:35,men,challenger,Bordeaux,Bordeaux - 1/8-finals,A. Rinderknech - M. Damm,M. Damm,A. Rinderknech,1317,1902,men:api:1317,men:api:1902,men:sackmann:102093,men:sackmann:126239,mapped,no_prediction_match,no_prediction_match,2.75,win,2.1875,1.25
no_prediction_match,2026-05-15,13:00,men,challenger,Valencia,Valencia - Quarter-finals,C. Ugo Carabelli - M. Kecmanovic,C. Ugo Carabelli,M. Kecmanovic,401,2848,men:api:401,men:api:2848,men:sackmann:200116,men:sackmann:200175,mapped,no_prediction_match,no_prediction_match,2.28,loss,-1.25,1.25
no_prediction_match,2026-05-15,16:30,men,itf,M15 Prijedor,M15 Prijedor - Quarter-finals,D. Obradovic - A. Boros,A. Boros,D. Obradovic,13823,941,men:api:13823,men:api:941,men:sackmann:210236,men:sackmann:207708,mapped,no_prediction_match,no_prediction_match,2.62,win,2.025,1.25
no_prediction_match,2026-05-15,16:00,men,challenger,Valencia,Valencia - Quarter-finals,D. Vallejo - Z. Bergs,D. Vallejo,Z. Bergs,9217,1064,men:api:9217,men:api:1064,men:sackmann:209226,men:sackmann:200267,mapped,no_prediction_match,no_prediction_match,1.75,win,0.75,1.0
no_prediction_match,2026-05-15,16:45,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - Quarter-finals,G. Piraino - F. Bondioli,G. Piraino,F. Bondioli,1245,37892,men:api:1245,men:api:37892,men:sackmann:210042,men:sackmann:210682,mapped,no_prediction_match,no_prediction_match,2.25,win,0.9375,0.75
no_prediction_match,2026-05-15,04:30,women,itf,W35 Andong,W35 Andong - Quarter-finals,H. Chang - S. Lansere,H. Chang,S. Lansere,1128,69,women:api:1128,women:api:69,women:sackmann:213949,women:sackmann:216139,mapped,no_prediction_match,no_prediction_match,2.1,loss,-1.25,1.25
no_prediction_match,2026-05-15,12:00,men,challenger,Tunis,Tunis - Semi-finals,K. Coppejans - D. Blanch,D. Blanch,K. Coppejans,1314,1205,men:api:1314,men:api:1205,men:sackmann:209898,men:sackmann:106293,mapped,no_prediction_match,no_prediction_match,2.38,win,2.07,1.5
no_prediction_match,2026-05-15,15:55,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - Quarter-finals,M. Giunta - T. Compagnucci,M. Giunta,T. Compagnucci,37933,851,men:api:37933,men:api:851,men:sackmann:210668,men:sackmann:209864,mapped,no_prediction_match,no_prediction_match,2.01,win,1.2625,1.25
no_prediction_match,2026-05-15,21:30,men,itf,M15 Maringá (Brazil),M15 Maringa - Quarter-finals,S. Price - M. Del Pino,S. Price,M. Del Pino,59410,14275,men:api:59410,men:api:14275,men:sackmann:212832,men:sackmann:210182,mapped,no_prediction_match,no_prediction_match,2.35,win,1.6875,1.25
no_prediction_match,2026-05-15,11:00,men,challenger,Zagreb,Zagreb - Quarter-finals,Z. Piros - L. Neumayer,L. Neumayer,Z. Piros,2022,367,men:api:2022,men:api:367,men:sackmann:209903,men:sackmann:200436,mapped,no_prediction_match,no_prediction_match,2.1,loss,-1.25,1.25
no_prediction_match,2026-05-16,15:15,men,itf,M25 Hurghada (Egypt),M25 Hurghada - Semi-finals,A. Funk - D. Eichenseher,A. Funk,D. Eichenseher,57709,57708,men:api:57709,men:api:57708,men:sackmann:212630,men:sackmann:212631,mapped,no_prediction_match,no_prediction_match,1.86,win,0.645,0.75
no_prediction_match,2026-05-16,16:10,men,challenger,Valencia,Valencia - Semi-finals,A. Tabilo - M. Kecmanovic,A. Tabilo,M. Kecmanovic,2982,2848,men:api:2982,men:api:2848,men:sackmann:126214,men:sackmann:200175,mapped,no_prediction_match,no_prediction_match,1.75,loss,-1.0,1.0
no_prediction_match,2026-05-16,17:20,women,wta,Rome,WTA Rome - Final,C. Gauff - E. Svitolina,E. Svitolina,C. Gauff,2816,2176,women:api:2816,women:api:2176,women:sackmann:202494,women:sackmann:221103,mapped,no_prediction_match,no_prediction_match,2.38,win,1.035,0.75
no_prediction_match,2026-05-16,18:10,men,challenger,Valencia,Valencia - Semi-finals,D. Vallejo - J. Munar,D. Vallejo,J. Munar,9217,2083,men:api:9217,men:api:2083,men:sackmann:209226,men:sackmann:144719,mapped,no_prediction_match,no_prediction_match,1.84,win,1.05,1.25
no_prediction_match,2026-05-16,11:00,women,challenger,Parma,Parma - Semi-finals,D. Yastremska - J. Bouzas Maneiro,J. Bouzas Maneiro,D. Yastremska,154,2813,women:api:154,women:api:2813,women:sackmann:222601,women:sackmann:215035,mapped,no_prediction_match,no_prediction_match,2.2,loss,-1.5,1.5
no_prediction_match,2026-05-16,11:00,men,qualifying,Geneva,ATP Geneva - Semi-finals,E. Butvilas - A. Muller,E. Butvilas,A. Muller,9362,374,men:api:9362,men:api:374,men:sackmann:210220,men:sackmann:124186,mapped,no_prediction_match,no_prediction_match,2.5,win,1.875,1.25
no_prediction_match,2026-05-16,12:00,men,itf,M25 Louny (Czech Republic),M25 Louny - Semi-finals,F. C. Jianu - J. Nicod,J. Nicod,F. C. Jianu,2516,576,men:api:2516,men:api:576,men:sackmann:210556,men:sackmann:202262,mapped,no_prediction_match,no_prediction_match,2.62,loss,-1.25,1.25
no_prediction_match,2026-05-16,11:00,men,itf,M15 Monastir 18,M15 Monastir 18 - Quarter-finals,G. Misasi - J. Eriksson Ziverts,G. Misasi,J. Eriksson Ziverts,21354,37917,men:api:21354,men:api:37917,men:sackmann:208401,men:sackmann:200419,mapped,no_prediction_match,no_prediction_match,2.39,loss,-1.25,1.25
no_prediction_match,2026-05-16,04:00,men,itf,M15 Nakhon Pathom,M15 Nakhon Pathom - Semi-finals,K. Samrej - A. Shepp,K. Samrej,A. Shepp,10124,56171,men:api:10124,men:api:56171,men:sackmann:208937,men:sackmann:209394,mapped,no_prediction_match,no_prediction_match,1.89,loss,-1.0,1.0
no_prediction_match,2026-05-16,10:30,women,itf,W15 Klagenfurt (Austria),W15 Klagenfurt - Semi-finals,M. Colmegna - K. Tsygourova,K. Tsygourova,M. Colmegna,23388,1348,women:api:23388,women:api:1348,women:sackmann:216173,women:sackmann:211820,mapped,no_prediction_match,no_prediction_match,1.95,loss,-1.0,1.0
no_prediction_match,2026-05-16,10:30,women,qualifying,Strasbourg,WTA Strasbourg - Semi-finals,M. Kessler - R. Zarazua,R. Zarazua,M. Kessler,1805,22072,women:api:1805,women:api:22072,women:sackmann:213887,women:sackmann:220520,mapped,no_prediction_match,no_prediction_match,2.5,loss,-1.25,1.25
no_prediction_match,2026-05-16,15:10,men,itf,M25 Reggio Emilia,M25 Reggio Emilia - Semi-finals,M. Mazza - G. Piraino,M. Mazza,G. Piraino,695,1245,men:api:695,men:api:1245,men:sackmann:207601,men:sackmann:210042,mapped,no_prediction_match,no_prediction_match,2.28,loss,-1.25,1.25
no_prediction_match,2026-05-16,14:00,men,qualifying,Hamburg,ATP Hamburg - Semi-finals,M. Topo - H. Gaston,M. Topo,H. Gaston,833,1102,men:api:833,men:api:1102,men:sackmann:209916,men:sackmann:200384,mapped,no_prediction_match,no_prediction_match,2.82,loss,-1.25,1.25
no_prediction_match,2026-05-16,11:00,women,itf,W15 Klagenfurt (Austria),W15 Klagenfurt - Semi-finals,P. Lovric - C. Gennaro,C. Gennaro,P. Lovric,15629,11488,women:api:15629,women:api:11488,women:sackmann:239453,women:sackmann:222458,mapped,no_prediction_match,no_prediction_match,2.44,loss,-1.25,1.25
no_prediction_match,2026-05-16,12:30,men,qualifying,Geneva,ATP Geneva - Semi-finals,R. Brancaccio - T. Zink,T. Zink,R. Brancaccio,2214,1873,men:api:2214,men:api:1873,men:sackmann:208342,men:sackmann:134840,mapped,no_prediction_match,no_prediction_match,2.37,loss,-1.25,1.25
no_prediction_match,2026-05-16,12:00,men,qualifying,Hamburg,ATP Hamburg - Semi-finals,R. Hijikata - T. Daniel,T. Daniel,R. Hijikata,2406,3317,men:api:2406,men:api:3317,men:sackmann:106121,men:sackmann:208014,mapped,no_prediction_match,no_prediction_match,2.63,loss,-1.25,1.25
no_prediction_match,2026-05-16,11:00,men,itf,M15 Gaborone (Botswana),M15 Gaborone - Semi-finals,R. Piatti - C. Bittoun,R. Piatti,C. Bittoun,39914,13283,men:api:39914,men:api:13283,men:sackmann:211497,men:sackmann:144970,mapped,no_prediction_match,no_prediction_match,2.77,loss,-1.25,1.25
no_prediction_match,2026-05-16,15:00,men,challenger,Tunis,Tunis - Final,T. Boyer - D. Blanch,D. Blanch,T. Boyer,1314,9037,men:api:1314,men:api:9037,men:sackmann:209898,men:sackmann:207729,mapped,no_prediction_match,no_prediction_match,1.88,loss,-1.0,1.0
no_prediction_match,2026-05-16,16:25,men,qualifying,Geneva,ATP Geneva - Semi-finals,Z. Svajda - M. H. Rehberg,M. H. Rehberg,Z. Svajda,3604,2986,men:api:3604,men:api:2986,men:sackmann:208819,men:sackmann:208260,mapped,no_prediction_match,no_prediction_match,2.12,win,1.4,1.25
no_prediction_match,2026-05-17,10:00,men,qualifying,Istanbul (Turkey) - Qualification,Istanbul - Semi-finals,A. Matusevich - E. Kirkin,A. Matusevich,E. Kirkin,6886,1863,men:api:6886,men:api:1863,men:sackmann:207760,men:sackmann:144985,mapped,no_prediction_match,no_prediction_match,1.69,win,0.5175,0.75
no_prediction_match,2026-05-17,12:30,men,itf,M25 Louny (Czech Republic),M25 Louny - Final,F. C. Jianu - L. Marmousez,L. Marmousez,F. C. Jianu,835,576,men:api:835,men:api:576,men:sackmann:208421,men:sackmann:202262,mapped,no_prediction_match,no_prediction_match,2.15,loss,-1.25,1.25
no_prediction_match,2026-05-17,13:00,women,qualifying,Rabat,WTA Rabat - Final,F. Ferro - E. Avanesyan,E. Avanesyan,F. Ferro,1810,526,women:api:1810,women:api:526,women:sackmann:220589,women:sackmann:211539,mapped,no_prediction_match,no_prediction_match,2.13,loss,-1.0,1.0
no_prediction_match,2026-05-17,10:00,men,challenger,Zagreb,Zagreb - Semi-finals,J. Choinski - A. Fery,A. Fery,J. Choinski,8174,5979,men:api:8174,men:api:5979,men:sackmann:209259,men:sackmann:123828,mapped,no_prediction_match,no_prediction_match,2.25,loss,-1.25,1.25
no_prediction_match,2026-05-17,16:00,men,challenger,Valencia,Valencia - Final,M. Kecmanovic - D. Vallejo,D. Vallejo,M. Kecmanovic,9217,2848,men:api:9217,men:api:2848,men:sackmann:209226,men:sackmann:200175,mapped,no_prediction_match,no_prediction_match,2.76,loss,-1.25,1.25
